#******** NO2 Absorption Cross Sections at 293K ******************
#
#Version 1.0
#Date: August 2000
#
#K. Bogumil, J. Orphal, and J. P. Burrows
#University of Bremen - Institute of Environmental Physics
#P. O. Box 33 04 40
#D-28334 Bremen, Germany
#e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
#
#1. column title:	wavelength (vacuum)
#1. column unit:		nm
#2. column title:	absorption cross-section 
#2. column unit:		cm2/molec
#
#Wavelength range:	230 - 930 nm
#Spectral Resolution:	0.22 nm below 308 nm, 
#	                0.21 nm between 308 nm and 400 nm, 
#			0.52 nm between 400 nm and 598.7 nm, 
#			0.47 nm between 598.7 nm and 777 nm,
#                       0.62 nm between 777 nm and 930 nm (FWHM)
#Number of data points in file:	3729
#
#Experimental:
#
#Light source:   Xenon lamp
#Cell:	        Multiple reflection quartz cell (White optics)
#	        optical pathlength 985 cm
#Temperature:    293K
#Gas mixture:    NO2, N2
#Condition:      Flow measurement
#Total pressure: 100 mbar
#Spectrometer:   SCIAMACHY PFM Satellite Spectrometer 
#		 (Eight channel grating spectrometer)
#
#Note: Spectral Regions are cut and concatenated at 308 nm, 400 nm, 
#      573 nm, 598.7 nm and 777 nm. The data are scaled to the absorption 
#      cross section measured by Vandaele et al. J. Quant. Spectrosc. Radiat. 
#      Transfer 59 (3--5), 171--184 (1998)
#
   229.9432  2.062602E-19
   230.0757  2.066822E-19
   230.2082  2.119471E-19
   230.3406  2.169919E-19
   230.4729  2.263281E-19
   230.6052  2.341845E-19
   230.7375  2.436387E-19
   230.8697  2.518304E-19
   231.0018  2.590275E-19
   231.1339  2.648163E-19
   231.2660  2.733971E-19
   231.3980  2.773909E-19
   231.5299  2.806514E-19
   231.6618  2.774790E-19
   231.7936  2.768276E-19
   231.9254  2.666308E-19
   232.0571  2.604576E-19
   232.1888  2.537858E-19
   232.3204  2.492361E-19
   232.4520  2.475311E-19
   232.5835  2.476267E-19
   232.7150  2.511874E-19
   232.8464  2.534744E-19
   232.9777  2.529931E-19
   233.1090  2.457812E-19
   233.2403  2.332549E-19
   233.3714  2.169532E-19
   233.5026  1.983493E-19
   233.6336  1.790169E-19
   233.7647  1.628605E-19
   233.8956  1.470922E-19
   234.0265  1.358680E-19
   234.1574  1.275930E-19
   234.2882  1.211085E-19
   234.4189  1.156145E-19
   234.5496  1.112068E-19
   234.6802  1.071495E-19
   234.8108  1.065527E-19
   234.9413  1.098213E-19
   235.0718  1.198680E-19
   235.2022  1.354847E-19
   235.3325  1.554767E-19
   235.4628  1.744362E-19
   235.5930  1.875206E-19
   235.7232  1.890212E-19
   235.8533  1.794569E-19
   235.9833  1.640715E-19
   236.1133  1.489911E-19
   236.2433  1.389680E-19
   236.3731  1.373424E-19
   236.5029  1.428608E-19
   236.6327  1.485750E-19
   236.7624  1.499579E-19
   236.8920  1.489502E-19
   237.0216  1.476440E-19
   237.1511  1.480889E-19
   237.2806  1.540451E-19
   237.4100  1.610500E-19
   237.5393  1.678790E-19
   237.6686  1.718172E-19
   237.7978  1.702837E-19
   237.9270  1.627406E-19
   238.0561  1.505799E-19
   238.1851  1.367127E-19
   238.3141  1.221665E-19
   238.4430  1.077593E-19
   238.5719  9.474721E-20
   238.7006  8.345223E-20
   238.8294  7.582757E-20
   238.9581  7.415325E-20
   239.0867  8.225745E-20
   239.2152  9.843412E-20
   239.3437  1.119121E-19
   239.4721  1.149480E-19
   239.6005  1.078866E-19
   239.7288  9.635846E-20
   239.8570  8.398674E-20
   239.9852  7.279062E-20
   240.1133  6.338945E-20
   240.2414  5.571942E-20
   240.3694  5.006492E-20
   240.4973  4.537909E-20
   240.6252  4.134802E-20
   240.7530  3.757627E-20
   240.8808  3.360960E-20
   241.0084  3.005496E-20
   241.1361  2.707282E-20
   241.2636  2.474013E-20
   241.3911  2.353630E-20
   241.5185  2.319686E-20
   241.6459  2.461084E-20
   241.7732  2.898659E-20
   241.9005  4.008757E-20
   242.0277  6.413864E-20
   242.1548  1.001789E-19
   242.2818  1.317130E-19
   242.4088  1.425767E-19
   242.5358  1.319177E-19
   242.6626  1.122920E-19
   242.7894  9.261953E-20
   242.9162  7.807771E-20
   243.0429  7.000007E-20
   243.1695  6.679713E-20
   243.2960  6.393133E-20
   243.4225  5.816359E-20
   243.5489  5.098932E-20
   243.6753  4.350557E-20
   243.8016  3.716202E-20
   243.9278  3.232654E-20
   244.0540  2.869953E-20
   244.1801  2.583713E-20
   244.3062  2.405671E-20
   244.4322  2.342232E-20
   244.5581  2.502741E-20
   244.6839  3.127587E-20
   244.8097  4.163722E-20
   244.9355  4.762960E-20
   245.0611  4.520720E-20
   245.1867  3.847300E-20
   245.3123  3.140745E-20
   245.4377  2.607003E-20
   245.5632  2.181225E-20
   245.6885  1.928379E-20
   245.8138  1.991044E-20
   245.9390  2.985643E-20
   246.0642  4.062244E-20
   246.1893  3.994740E-20
   246.3143  3.383583E-20
   246.4393  2.779073E-20
   246.5642  2.324880E-20
   246.6890  1.998288E-20
   246.8138  1.780984E-20
   246.9385  1.584340E-20
   247.0632  1.434986E-20
   247.1878  1.347374E-20
   247.3123  1.225438E-20
   247.4367  1.145972E-20
   247.5611  1.102529E-20
   247.6855  1.011874E-20
   247.8098  1.005640E-20
   247.9340  9.820321E-21
   248.0581  9.437796E-21
   248.1822  9.273684E-21
   248.3062  9.230415E-21
   248.4302  9.077073E-21
   248.5541  9.015028E-21
   248.6779  9.144577E-21
   248.8017  9.388478E-21
   248.9254  1.047928E-20
   249.0490  1.743285E-20
   249.1726  3.715132E-20
   249.2961  5.143898E-20
   249.4196  4.925376E-20
   249.5430  4.133068E-20
   249.6663  3.324769E-20
   249.7896  2.749209E-20
   249.9128  2.299280E-20
   250.0359  2.024113E-20
   250.1590  1.770308E-20
   250.2820  1.604576E-20
   250.4050  1.500989E-20
   250.5279  1.360111E-20
   250.6507  1.321667E-20
   250.7735  1.254661E-20
   250.8962  1.175164E-20
   251.0189  1.140682E-20
   251.1414  1.122375E-20
   251.2640  1.069943E-20
   251.3864  1.053930E-20
   251.5088  1.034387E-20
   251.6312  1.014785E-20
   251.7535  1.012206E-20
   251.8757  9.966285E-21
   251.9978  1.027382E-20
   252.1199  1.026301E-20
   252.2420  1.025393E-20
   252.3639  1.039315E-20
   252.4858  1.048079E-20
   252.6077  1.045726E-20
   252.7295  1.055007E-20
   252.8512  1.063281E-20
   252.9729  1.107040E-20
   253.0945  1.115602E-20
