#******** NO2 Absorption Cross Sections at 203K ******************
#
#Version 1.0
#Date: August 2000
#
#K. Bogumil, J. Orphal, and J. P. Burrows
#University of Bremen - Institute of Environmental Physics
#P. O. Box 33 04 40
#D-28334 Bremen, Germany
#e-mail: Konstanze.Bogumil@iup.physik.uni-bremen.de
#
#1. column title:	wavelength (vacuum)
#1. column unit:		nm
#2. column title:	absorption cross-section 
#2. column unit:		cm2/molec
#
#Wavelength range:	241 - 760 nm
#Spectral Resolution:	0.22 nm below 308.9 nm, 
#	                0.21 nm between 308.9 nm and 399.7 nm, 
#			0.52 nm between 399.7 nm and 603 nm, 
#			0.47 nm between 603 nm and 760 nm (FWHM)
#Number of data points in file:	3026
#
#Experimental:
#
#Light source:   Xenon lamp
#Cell:	        Multiple reflection quartz cell (White optics)
#	        optical pathlength 985 cm
#Temperature:    203K
#Gas mixture:    NO2, N2
#Condition:      Flow measurement
#Total pressure: 150 mbar
#Spectrometer:   SCIAMACHY PFM Satellite Spectrometer 
#		 (Eight channel grating spectrometer)
#
#Note: Spectral Regions are cut and concatenated at 308.9 nm, 
#      399.7 nm, 603 nm and 760 nm.
#      The data are scaled to the integrated absorption cross section
#      using the absorption cross section measured by Vandaele et al., 
#      J. Quant. Spectrosc. Radiat. Transfer 59 (3--5), 171--184 (1998)
#
   241.0084  8.080605E-20
   241.1361  7.391553E-20
   241.2636  5.897341E-20
   241.3911  6.825213E-20
   241.5185  6.599080E-20
   241.6459  7.204512E-20
   241.7732  7.318010E-20
   241.9005  9.369974E-20
   242.0277  1.198100E-19
   242.1548  1.735724E-19
   242.2818  2.168799E-19
   242.4088  2.168935E-19
   242.5358  1.930082E-19
   242.6626  1.417556E-19
   242.7894  1.138717E-19
   242.9162  1.087806E-19
   243.0429  9.799713E-20
   243.1695  8.958155E-20
   243.2960  8.629534E-20
   243.4225  8.496083E-20
   243.5489  6.470812E-20
   243.6753  6.660004E-20
   243.8016  5.129479E-20
   243.9278  5.662181E-20
   244.0540  4.849281E-20
   244.1801  3.955861E-20
   244.3062  2.891337E-20
   244.4322  3.797698E-20
   244.5581  4.474538E-20
   244.6839  5.401326E-20
   244.8097  6.716457E-20
   244.9355  7.588943E-20
   245.0611  7.162625E-20
   245.1867  5.085949E-20
   245.3123  4.827550E-20
   245.4377  2.827144E-20
   245.5632  2.598775E-20
   245.6885  2.879616E-20
   245.8138  3.190200E-20
   245.9390  4.227352E-20
   246.0642  5.908656E-20
   246.1893  4.841693E-20
   246.3143  4.822232E-20
   246.4393  4.296711E-20
   246.5642  2.327707E-20
   246.6890  2.736969E-20
   246.8138  1.764416E-20
   246.9385  1.384251E-20
   247.0632  1.176924E-20
   247.1878  1.196787E-20
   247.3123  1.122800E-20
   247.4367  1.219471E-20
   247.5611  8.870436E-21
   247.6855  1.483016E-20
   247.8098  1.772021E-20
   247.9340  1.040504E-20
   248.0581  1.533898E-20
   248.1822  1.090436E-20
   248.3062  7.663299E-21
   248.4302  1.614307E-20
   248.5541  1.020239E-20
   248.6779  1.154489E-20
   248.8017  1.755320E-20
   248.9254  1.379472E-20
   249.0490  2.420847E-20
   249.1726  5.122128E-20
   249.2961  6.931631E-20
   249.4196  6.151269E-20
   249.5430  4.252166E-20
   249.6663  3.103835E-20
   249.7896  1.993648E-20
   249.9128  2.047069E-20
   250.0359  1.351154E-20
   250.1590  1.828236E-20
   250.2820  8.943708E-21
   250.4050  8.732310E-21
   250.5279  5.205274E-21
   250.6507  6.954429E-21
   250.7735  1.072938E-20
   250.8962  4.527858E-21
   251.0189  3.745937E-21
   251.1414  5.319196E-21
   251.2640 -6.551079E-21
   251.3864  7.480983E-22
   251.5088  1.828101E-21
